timestamp_utc,gpu_index,gpu_name,util_gpu_pct,util_mem_pct,mem_used_mb,mem_total_mb,temp_c,power_w,sm_clock_mhz,mem_clock_mhz,cpu_util_pct,ram_used_mb,ram_total_mb,load_1m,load_5m,load_15m
2026-04-15T04:35:55Z,0,NVIDIA GeForce RTX 3090,0,0,1,24576,28,30.95,210,405,21.2,47079,257548,18.97,30.51,28.84
2026-04-15T04:36:10Z,0,NVIDIA GeForce RTX 3090,0,0,15678,24576,39,108.57,1710,9501,10.3,50040,257548,15.15,29.10,28.41
2026-04-15T04:36:26Z,0,NVIDIA GeForce RTX 3090,100,76,15708,24576,61,329.42,1830,9501,27.8,49849,257548,12.08,27.74,27.97
2026-04-15T04:36:41Z,0,NVIDIA GeForce RTX 3090,99,75,15708,24576,64,307.38,1770,9501,21.5,50415,257548,9.86,26.48,27.56
2026-04-15T04:36:56Z,0,NVIDIA GeForce RTX 3090,99,74,15708,24576,67,308.84,1740,9501,21.4,50568,257548,12.17,26.24,27.46
2026-04-15T04:37:11Z,0,NVIDIA GeForce RTX 3090,100,76,15708,24576,69,309.47,1770,9501,21.5,50313,257548,9.37,24.70,26.93
2026-04-15T04:37:27Z,0,NVIDIA GeForce RTX 3090,100,76,15708,24576,69,308.98,1755,9501,24.2,50497,257548,7.52,23.54,26.51
2026-04-15T04:37:42Z,0,NVIDIA GeForce RTX 3090,98,75,15708,24576,68,308.73,1770,9501,25,50715,257548,6.07,22.43,26.10
2026-04-15T04:37:57Z,0,NVIDIA GeForce RTX 3090,100,75,15708,24576,67,309.21,1770,9501,23.2,50547,257548,4.95,21.38,25.70
2026-04-15T04:38:13Z,0,NVIDIA GeForce RTX 3090,99,75,15708,24576,67,309.35,1770,9501,17.6,51122,257548,4.14,20.40,25.31
2026-04-15T04:38:28Z,0,NVIDIA GeForce RTX 3090,100,75,15708,24576,66,309.27,1755,9501,24.4,50846,257548,3.52,19.46,24.93
2026-04-15T04:38:43Z,0,NVIDIA GeForce RTX 3090,98,76,15708,24576,66,309.22,1770,9501,21.2,51144,257548,2.96,18.56,24.54
2026-04-15T04:38:58Z,0,NVIDIA GeForce RTX 3090,98,74,15708,24576,66,308.96,1755,9501,21.6,51326,257548,2.66,17.73,24.17
2026-04-15T04:39:14Z,0,NVIDIA GeForce RTX 3090,100,73,15708,24576,66,309.76,1725,9501,20.9,51318,257548,2.29,16.91,23.80
2026-04-15T04:39:29Z,0,NVIDIA GeForce RTX 3090,100,75,15708,24576,67,309.80,1830,9501,21.3,48853,257548,7.41,17.26,23.80
2026-04-15T04:39:44Z,0,NVIDIA GeForce RTX 3090,100,75,15708,24576,67,309.01,1755,9501,24.6,48779,257548,15.97,18.60,24.13
2026-04-15T04:40:00Z,0,NVIDIA GeForce RTX 3090,100,75,15708,24576,67,308.01,1770,9501,25,48903,257548,31.96,21.94,25.13
2026-04-15T04:40:15Z,0,NVIDIA GeForce RTX 3090,100,74,15708,24576,67,309.88,1770,9501,24.8,48879,257548,37.50,23.66,25.64
2026-04-15T04:40:30Z,0,NVIDIA GeForce RTX 3090,98,75,15708,24576,67,308.91,1800,9501,22.1,49328,257548,43.59,25.68,26.27
2026-04-15T04:40:46Z,0,NVIDIA GeForce RTX 3090,99,76,15708,24576,67,307.11,1800,9501,21.7,49382,257548,47.01,27.31,26.80
2026-04-15T04:41:01Z,0,NVIDIA GeForce RTX 3090,100,76,15708,24576,66,307.67,1785,9501,24.2,49188,257548,51.00,29.16,27.41
2026-04-15T04:41:16Z,0,NVIDIA GeForce RTX 3090,96,74,15708,24576,67,308.89,1755,9501,24.3,49812,257548,54.10,30.92,28.02
